0.882687,0.00354744,4.20759,0.159398,-1.97535,0.520646,-2.38255,2.86604,0.0964385,
-2.83135,-0.00297218,3.53252,2.24613,2.54888,0.0412,1.21943,-0.585136,0.391552,
-2.85955,-0.00738251,3.14829,-0.8034,0.227707,0.887173,0.831416,1.12569,0.51088,
1.61403,0.101917,0.145573,2.81286,-1.57171,0.00274667,-0.638783,0.0275166,1.2772,
-0.632923,0.0250238,0.310373,1.57027,-0.00719075,4.05957,-2.32926,2.29059,0.398877,
-1.57027,1.21102,0.266121,-0.46263,-2.69557,0.237129,1.50764,-0.120325,0.471816,
-2.92712,0.000479384,3.22001,-2.5739,-0.224639,0.0976592,1.55837,-2.11092,0.467238,
2.99542,-1.81888,0.061037,-2.5067,1.32396,0.179754,1.37141,0.42924,0.285958,
-0.490829,0.19415,0.721763,-2.85278,-1.28254,0.256661,2.50304,-0.860685,0.762047,
1.25422,-0.00239692,2.8309,-2.28678,0.611406,0.713218,1.92807,2.23268,0.00366222,
-2.30308,0.00278043,2.99326,2.7431,0.573439,0.532548,0.0802942,-1.39721,0.0177007,
-1.60414,-2.42348,0.0451674,2.35142,0.407764,0.127873,-0.888913,0.224447,1.32572,
2.37999,-0.00661549,2.24921,-2.434,2.55061,0.257271,-2.63506,-2.52779,0.834071,
-0.71276,1.5184,0.0140385,-0.180822,-3.08924,0.00305185,-0.68804,-2.52472,0.0384533,
-0.20188,0.0175454,1.56713,-1.66201,-0.0863849,1.71117,0.661672,0.370947,1.71392,
2.90844,0.177276,0.215155,1.54518,0.876409,0.104984,-0.0797449,2.32434,0.460829,
1.81106,-0.00278043,3.67595,-0.875546,1.25915,0.112918,1.36683,-2.92491,0.343333,
-2.86724,0.348512,0.486465,1.60524,-2.62999,0.30427,-2.37248,2.12856,1.05625,
-2.81835,2.81676,0.332347,-2.52373,-2.61254,0.00885037,2.24979,0.803735,0.0100711,
2.63396,-0.495395,0.316172,1.75393,2.79241,0.542619,2.5208,0.341417,0.0289926,
-2.72423,-0.0323105,1.81433,-2.614,2.89231,0.207221,2.68523,-1.35714,1.01199,
-2.72607,-0.00795777,1.61901,-2.13681,1.05416,0.340281,0.47911,-2.30593,0.281075,
2.78576,0.402395,0.704978,2.4058,-2.77189,0.413221,-2.91705,2.95713,0.745872,
2.01157,-0.0181207,1.86468,0.886349,0.0842756,1.55889,-2.72149,1.95406,0.383923,
0.749382,-0.00239692,0.300913,-1.996,-0.0560879,0.49501,-2.53325,0.0290506,3.21329,
