-2.00571 -0.000671137 7.26951 1.71841 0.619268 0.533464 2.56035 -0.889832 1.12644 
-2.76067 -0.000479384 7.87866 0.807062 -1.1301 0.15595 2.30747 -1.41735 0.262154 
1.8616 -0.00143815 0.473342 -2.98132 9.58767e-05 9.37468 -1.33351 -0.0750715 0.967742 
1.24287 0.00028763 7.80328 -1.90316 -2.60852 0.321665 1.70394 0.531828 0.0222785 
0.866939 -2.86777 0.0253304 1.19507 -1.49942 0.00854518 2.14341 0.0288589 0.902738 
2.56108 -9.58767e-05 6.35304 -2.64605 0.733745 0.0317392 0.153172 2.081 0.437025 
-2.08518 0.00143815 4.897 -1.37837 0.879669 0.207831 -2.78979 -2.24342 0.0546281 
-2.73009 -1.17842 0.0381481 -2.31626 1.4718 0.111087 -1.21119 3.09078 0.231941 
-2.84765 -1.44592 0.309763 -2.70849 -1.63997 0.00152593 -2.79931 0.259922 0.197455 
2.34758 -0.28926 0.195318 1.81985 1.79472 0.131535 1.686 1.27986 0.242317 
2.41734 1.87832 0.0814844 -1.33314 0.0551291 0.00244148 0.36082 0.0959726 0.32075 
-2.69018 0.00028763 4.41481 2.58415 0.0163949 2.2837 0.276955 -2.2112 0.550554 
2.80883 2.39471 0.00579852 2.1901 1.30958 0.534379 -0.976257 -1.92012 0.00488296 
2.41734 -0.00450621 3.6021 1.19745 1.8695 0.0863674 1.8074 2.02846 0.281686 
0.277322 -0.147171 0.550859 1.13337 1.54141 0.0476089 0.200049 1.55253 0.468459 
1.67959 -0.000671137 6.64968 1.56514 0.0127516 2.85134 -2.18314 2.01983 0.322886 
2.8905 0.0012464 3.41533 1.28755 -2.25013 0.0735496 -2.34574 1.81677 0.546281 
-2.56767 -1.19376 0.130924 -0.806879 -1.34486 0.0317392 1.08667 2.28158 0.56032 
2.78887 -0.480055 0.257881 -2.51054 -0.427706 0.130314 -1.09125 2.65799 0.512406 
-2.55504 0.122243 0.81576 -2.76818 1.41274 0.306101 -0.537889 1.31744 0.0732444 
2.57683 0.819458 0.266427 -0.337565 0.414092 0.0628681 2.89709 0.0323105 0.468459 
2.79803 -1.09923 0.275582 -1.8909 0.724732 0.263375 2.74255 -0.875067 0.0122074 
0.526902 0.461838 0.386364 -2.41844 2.51437 0.379955 -2.7832 -2.23594 0.00640889 
1.52376 0.490409 0.0631733 1.67391 0.0672096 0.00122074 -0.133763 1.31207 0.195013 
-1.78579 2.86106 0.314646 1.55068 -1.06778 0.0170904 -0.62981 1.802 0.0714133 
1.27711 9.58767e-05 5.34928 -1.56825 -1.8254 0.289926 2.63964 2.52012 0.291452 
