10.6211 -1.39062 -0.61835 3.62749 -0.855675 
-22.476 -2.6074 0.301171 -9.15391 0.14044 
-28.4906 -3.81991 0.556359 -9.59894 0.883192 
-0.0173806 0.00634702 -0.0468008 -0.483776 -0.0135213 
15.0555 1.58016 0.437256 5.16638 1.15799 
-0.381885 -0.026255 -0.0335274 0.102717 -0.283364 
-22.1747 -0.45131 -0.199711 -9.27607 -1.05265 
0.08762 -0.00172839 -0.0149677 0.286457 0.164367 
-0.741445 -0.0326407 -0.447947 0.592389 -0.963028 
7.22772 0.0282405 0.186354 1.84208 0.584202 
-14.4804 -1.18402 0.257079 -5.42744 0.345886 
-0.49721 0.0840782 -0.162608 -0.967626 0.0665957 
10.985 0.380026 -0.205954 2.4369 -1.47509 
-0.00943958 0.000143071 -0.0344241 -0.106455 -0.428444 
-7.75141 0.483379 0.20266 -1.93143 0.529772 
0.710459 0.0916767 0.44799 0.928964 1.41576 
16.543 -1.16377 -0.264962 7.2696 -0.998389 
-3.01806 0.239174 0.211846 -3.37756 1.43526 
-0.350973 -0.060871 0.322743 -1.16048 0.90364 
1.19482 0.125819 0.429746 2.1797 1.50122 
-10.6568 0.203163 -0.192677 -2.84307 -0.887303 
-7.54385 -0.0724278 0.046535 -5.20825 -0.392677 
3.74924 -0.181398 -0.00658021 1.04317 1.22571 
13.1587 0.170305 0.281174 4.0767 0.970602 
-16.2716 -0.875586 0.151498 -9.11029 0.121931 
-2.2276 0.114009 0.0969969 -2.06105 0.956007 
0.706702 -0.141785 -0.359286 1.76578 -0.488228 
4.04331 0.130826 0.158413 3.34221 0.236222 
0.333018 -0.0191247 0.00489262 0.33229 0.456255 
-2.45345 0.0308846 0.224179 -0.294492 0.516552 
-3.99933 0.0774061 -0.387775 -3.42493 -1.15067 
0.792153 -0.00410466 0.184342 1.64861 0.780672 
15.8681 0.404312 0.105952 4.64755 0.431581 
0.986304 0.0665681 0.201381 0.849933 1.25589 
-1.74142 0.141768 -0.205274 -1.32073 -1.02737 
-6.31805 0.259699 0.0385838 -4.4887 0.692425 
-2.78067 -0.297222 -0.0794463 -1.68565 -0.963213 
2.18302 -0.100033 0.138335 1.70315 0.569358 
13.8747 0.987045 0.195567 6.1519 0.232837 
7.9876 -0.7467 -0.0858974 5.51695 0.56901 
-0.720618 -0.0353595 0.199749 -1.47935 0.75842 
4.24746 -0.189776 -0.406467 2.57861 -1.20601 
-4.08575 0.116349 -0.191183 -2.69051 -0.702909 
-2.53447 -0.0196167 0.273695 -2.09579 0.390653 
-0.0143579 0.0101858 -0.119758 -0.262211 0.00586331 
0.892696 0.0124091 0.200366 -0.30959 0.571523 
-3.13561 0.221229 -0.263022 -2.3926 -0.747095 
-1.566 -0.0508057 -0.0729214 -0.554502 -0.538637 
-3.98133 -0.25529 0.431687 -2.33582 0.794082 
4.65578 -0.383178 -0.0432679 4.54996 1.13135 
-8.56302 -0.285673 -0.287699 -5.54368 -1.31938 
-7.13293 0.239309 -0.215564 -4.17669 -0.917864 
-7.07322 0.0849769 0.157945 -4.44329 0.94652 
-2.59618 0.0822233 0.23702 -3.52825 1.16847 
-0.600994 0.049876 -0.180702 -1.08685 -0.43042 
-1.52351 -0.101753 0.245204 -2.0559 0.512906 
-4.79905 -0.0508581 -0.157426 -1.65321 -0.39936 
-4.11302 0.216658 0.100626 -3.4191 0.575274 
9.76752 -0.883938 -0.555949 4.66327 -1.51348 
0.250266 0.0189024 0.130181 0.907448 0.382604 
1.89791 -0.0925031 0.0623513 1.8213 0.308974 
-6.86139 -0.223172 0.215017 -5.91881 0.375323 
3.6335 0.0128777 -0.464917 -0.162005 -1.5864 
2.10117 0.264895 0.418737 2.4067 0.69602 
2.82668 0.0708006 -0.203628 1.08545 -0.38249 
-2.74467 -0.161185 0.28022 -3.88779 1.03027 
-1.00742 -0.0069734 -0.0429886 -1.92203 -0.381107 
-2.25084 -0.141921 0.260722 0.107981 -0.121523 
-1.88889 -0.041706 -0.280301 -2.2118 -1.23331 
0.889456 -0.000930385 0.150829 -0.43606 0.175465 
-1.50172 -0.0186349 -0.243736 -1.87207 -1.22829 
-4.40323 0.278708 -0.107094 -2.57528 -0.28935 
1.48999 0.0512682 0.105916 1.55817 0.890967 
-2.34704 0.214505 -0.261356 -2.66186 -0.645179 
2.17027 0.0903569 0.155064 1.85836 0.382062 
-1.72884 -0.145203 0.0374139 -1.94511 -0.190497 
-1.92356 0.056754 0.0304338 -0.91517 0.339143 
10.5268 -0.470312 -0.249713 4.42942 0.123815 
-3.34235 -0.0385379 0.320057 -1.74678 0.461804 
-1.7911 0.164334 -0.211747 -2.31732 -0.650742 
-1.38867 0.030108 0.167346 -1.31748 0.496978 
3.11703 0.198271 0.0288141 1.39846 -0.50388 
4.92837 0.324359 0.331979 3.38455 0.79726 
0.0637162 -0.0108576 -0.292768 0.159964 -0.628141 
1.52588 -0.181843 -0.450573 2.47602 -1.16206 
-0.052894 0.0570261 -0.44398 -0.989053 -1.5753 
-1.96713 -0.0280835 0.33891 -0.421169 0.635005 
1.44656 0.0288876 -0.361881 0.993223 -1.18747 
2.78035 0.112998 0.0229117 3.47055 -0.37837 
2.66207 -0.14664 -0.381218 2.94324 -1.17636 
-2.21438 0.0826089 -0.512704 -2.03294 -1.60716 
0.222422 0.00641265 -0.0684673 0.993474 -0.940666 
3.28065 -0.104548 -0.0158223 0.626213 0.226989 
-0.698955 0.0120058 -0.427869 0.598704 -1.58802 
-3.79759 -0.0392178 0.271763 -2.46181 0.713049 
0.58706 -0.109201 -0.411229 0.937235 -1.25567 
