0.434966 0.0995529 0.45
0 0 0
0.0416732 0.000911826 0.0435275
-0.0759172 0.00125836 6.2099
-0.137932 1.85332 3.29202
-0.751751 0.382568 11.5514
0.187779 -0.0976062 6.44217
0.740446 0.262768 0.682028
0.323536 0.0538159 0.329655
-0.400529 2.02045 3.53299
-0.0237609 -0.0267604 12.5585
0.226657 0.0223793 0.196835
-0.552165 1.85254 10.2087
0.452015 0.126903 0.547408
0 0 0
0 0 0
0.986937 0.942303 1.52453
-0.289326 2.2619 3.39604
0.631795 0.253417 6.97013
0.0112538 6.09825e-05 0.0108376
-0.520931 1.7433 9.98526
0.849628 0.463358 7.33922
0.452823 2.00461 8.9796
0.786918 0.463278 7.34598
0.902656 0.685782 1.31087
-0.157003 1.9921 15.8688
-0.30202 0.0123782 18.5504
0 0 0
0.12319 0.00807947 0.130983
0.809902 0.420453 0.957685
-0.99752 1.27728 4.46401
0.943793 0.921258 1.54663
0.582659 2.06617 2.59187
-1.08503 1.34632 10.7568
-0.674511 0.262019 5.539
-0.643775 0.337559 5.57585
0.843148 0.55632 1.16649
0.736678 1.53174 2.2185
1.08015 0.876802 1.36372
1.09724 1.0082 7.75892
-0.765701 0.509105 5.28076
0.913761 0.55655 7.43715
0.223821 2.09788 2.93603
-0.917403 0.959394 4.66765
0 0 0
0.456065 0.0998552 0.432901
0.818856 0.538722 7.49451
0.796087 1.27898 2.02808
0.962636 0.49489 19.8066
0.468878 0.0978532 13.1079
-0.841538 0.468908 5.13214
-1.19723 1.15235 4.75621
-0.258084 0.24855 24.7698
0.991143 1.23895 14.4126
-0.696863 2.20611 3.75649
-0.764408 1.5559 10.3232
0.996906 0.742078 1.27979
-0.589089 0.20476 5.61414
-0.0777626 1.98241 22.0601
-0.842412 0.495988 5.21894
-0.397824 0.0859766 5.81811
-0.0889745 0.00670472 18.7539
0 0 0
0.827304 0.493678 1.07602
0 0 0
-0.479228 1.96017 9.84447
-0.681585 0.248454 5.59444
0.922586 0.819742 26.5795
0.483452 0.134963 0.544471
-0.105057 0.00625612 6.16423
0.341815 1.91454 9.04693
-0.998848 1.70276 4.20291
0.706944 0.306986 0.825761
-0.0607642 0.00185217 6.22224
1.02229 1.55106 1.97611
0.855468 1.1472 1.85947
0.876702 1.39405 1.99528
0.895506 1.25795 1.86095
0.368541 0.0618043 0.343465
1.07068 0.89554 7.67491
0.432685 0.102937 0.477484
-0.591481 0.174448 5.60525
-1.03031 1.03157 4.65815
0.493642 0.154474 0.606548
-0.00226195 2.11255 3.17887
-0.785057 0.505315 5.13937
0.549413 1.54168 2.45691
0.859828 0.534094 45.1185
0.333316 0.0616669 25.5051
