10 10 0.1 10 10 0.1 10 10 0.1 0
9.07379 9.30842 0 9.6747 9.38636 0 9.11591 9.61806 0 10489.2
10.1788 10.4941 0 9.77596 10.3014 0.059624 10.8744 10.6833 0.0320963 4686.41
10.1542 10.597 0 9.2436 9.06818 0.287841 9.48933 9.28236 0.874712 81118.4
10.7919 10.9326 0.00963469 9.85446 9.17158 0 10.0757 10.8251 0.770156 25735.8
9.24928 10.9879 0.985861 10.2251 10.9856 0 9.29261 9.49599 0.474676 147966
9.93551 9.67318 0 9.66189 10.9582 0.696789 10.4883 9.22272 0.399112 69484.4
10.7102 9.11798 0.386782 10.6576 9.75271 0 10.5714 10.2844 0 957.835
9.63363 9.639 0.261534 9.78567 9.91537 0 10.577 10.4054 0 182.991
9.29456 10.656 0 9.37959 9.80825 0 10.8158 10.3015 0.828202 30251.6
9.88119 10.8681 0.434758 10.3587 10.8966 0.908222 9.4341 10.6647 0.176449 164302
10.2446 10.3883 0 10.5763 9.12555 0.2077 10.6808 9.17573 0 823.474
10.8993 9.03735 0.359072 10.9779 10.7939 0 9.253 10.362 1.08541 145925
9.12622 10.0839 0 9.44624 10.8769 0.317261 10.9197 10.7814 0 20.1451
9.84127 9.44661 0 10.3835 10.758 0 9.94668 10.1103 0 9848.58
10.1697 10.4184 0 10.5408 10.8926 0 10.0924 9.24567 0 9583.88
9.24885 9.06275 0 10.3174 10.4427 0.540352 10.1147 10.7258 0 6241.14
9.16504 9.29493 0 10.7858 9.38343 0.850786 10.2725 10.5229 0 33441.1
9.73409 9.7018 0.388491 10.2339 10.7572 0.782119 9.70309 9.41206 0 83356.3
10.0672 9.6006 0 9.56069 10.307 0 10.1674 9.79122 0.0470504 7182.22
10.1935 10.9249 0.581857 9.06848 9.00305 0.812455 10.2554 10.9835 0 131099
9.58968 10.0553 0.595346 9.72616 9.19678 0 10.0392 10.0119 0.613535 90260.8
10.6003 10.0129 0.511481 9.34083 9.07514 0.712293 9.858 9.318 0.140498 124236
9.48262 10.5765 0 9.42097 10.4996 1.09213 10.8166 10.9749 0.0906308 85237.7
10.3145 10.701 0.152278 9.71126 10.8604 0.340944 10.9977 10.887 0 4235.11
10.1245 9.7593 0.734693 10.0274 10.7173 0.368715 9.07477 10.3056 0.675426 240386
10.1517 10.4483 1.0342 10.9935 10.3341 0.649059 9.81741 9.40022 0.204221 279845
9.78597 9.90548 0 10.1958 10.186 0 10.3755 9.45161 0 9850.23
10.4081 10.152 0 9.78207 10.3711 0.158931 9.93435 10.5804 0 2170.32
9.67568 9.77078 0.442753 10.4603 10.3916 0 10.0581 9.88028 0 2283.39
10.9028 10.622 0.642589 9.54897 9.2165 0.279846 10.313 9.08173 0 42971.1
9.91098 10.0957 0 9.03211 9.56722 0.568612 9.20051 10.8285 0 7507.91
10.1184 9.07288 0.755873 9.53133 10.1404 0 9.92734 9.85446 0 22506.3
10.1278 9.28541 0.587106 10.0602 9.20038 0 10.3797 9.21735 0.937153 165056
9.94583 10.6172 0.00646077 9.24116 9.29212 1.0845 9.33992 10.0731 0 67974.8
10.7862 9.56191 0.426334 10.2651 10.2326 0.640208 9.30177 10.0181 0 65174.7
9.62148 10.4913 0.471563 9.20997 10.4127 0 10.1249 9.34321 0 3055.34
9.61184 10.7739 0.162899 9.61965 10.4311 0 10.5965 10.6904 0.48023 12863.6
10.4342 10.7877 0 10.898 10.1134 0 10.5206 9.53188 0.534919 6564.3
10.2696 9.0705 1.04317 9.92782 9.88021 0.26245 9.32215 9.54933 0 110877
10.9223 9.02618 0.121516 10.7969 9.1388 0 9.06165 9.47475 0.939717 64609.6
9.55995 10.07 0.278808 10.9816 10.048 0.937336 10.2646 10.3153 0 93318.9
9.83383 9.25178 0.589669 9.88211 10.6434 0 10.456 10.2574 0.20416 26696.3
9.40022 10.2363 0.954976 10.719 9.6653 0 9.17768 10.898 0 47290
10.3276 9.71914 0 9.98105 9.2804 0 10.9034 9.9877 0 9761.88
10.8566 9.16608 0.0214148 10.6959 9.97311 0.274902 9.96426 10.9266 0 3.65299
9.00812 10.8893 0.855791 9.56722 10.079 0.26953 10.6288 9.23273 0.0512619 83823.4
9.77786 10.6318 0 10.4889 10.9911 0 9.66988 10.8987 0.610056 10767
10.6571 9.6509 0.330628 9.20917 10.9161 0.580026 10.8977 9.82717 1.05886 306711
9.4001 10.7776 1.01125 9.6014 9.58889 0.559395 9.32844 9.34132 0 176349
9.19636 10.6554 0.538032 9.66109 10.1295 0 10.4187 10.8273 0.441838 50379.8
10.8848 9.07282 0.926167 10.3084 9.55232 0.097528 9.38343 10.3024 0 58088.8
10.7557 9.65523 0.421512 9.61306 10.7101 1.0754 9.09558 10.2319 0.696667 394289
10.3879 10.7397 0.462285 10.8968 9.77706 0.713208 9.88754 9.07459 0.508124 213091
10.9495 9.02313 0.839006 9.68947 9.81649 0 10.7944 9.97153 0.0731742 41534.1
